"DNNumber","Date","FieldDetermination","Location","Description","Latitude","Longitude"
495,1993-09-27,"Eucalyptus youngiana","158km from Cross Road,  Great Victoria Desert, South Australia.","Large mallee 8m tall. Bark rough & ribbony on lower trunk. Leaves dull, green. Flowers yellow. One pure stand on low red sand dune.",-29.5741666666667,128.606388888889
496,1993-09-27,"Eucalyptus gracilis","178 km west from cross roads,  Great Victoria Desert, WA.","Mallee 4m tall. Bark rough at butt, then smooth pure white. Leaves glossy, dark green. New growth red. Growing on red sand with E. concinna, E. eucentrica and E. oleosa. AD, CANB",-29.5716666666667,128.3975
497,1993-09-27,"Eucalyptus concinna","178 km west from cross roads,  Great Victoria Desert, WA.","Mallee 4m tall. Bark smooth grey over cream throughout. Leaves glossy green. Flowers white. Growing on red sand with E. gracilis and E. eucentrica. AD, CANB",-29.5716666666667,126.3975
498,1993-09-27,"Eucalyptus oleosa subsp. oleosa?","178km from Cross Road,  Great Victoria Desert, South Australia.","Mallee 5m tall. Bark smooth, white & slightly powdery throughout. Leaves glossy, dark green. Growing on red sand with E. gracilis and E. eucentrica.",-29.5716666666667,126.3975
499,1993-09-27,"Eucalyptus canescens?","179km from Cross Road,  Great Victoria Desert, South Australia.","Mallee 4m tall. Bark rough and hard for about 1.5m. Leaves not glaucous, dull blue green. Buds & fruits & stems glaucous. Growing on red sand with E. eucentrica.",-29.5713888888889,128.395
500,1993-09-27,"Eucalyptus oleosa subsp. oleosa","311km from Cross Road,  Great Victoria Desert, South Australia.","Mallee 4m tall. Bark smooth throughout, cream. Leaves very glossy, dark green. Growing on orange sand with A. anuara.",-29.3547222222222,127.107777777778
501,1993-09-28,"Eucalyptus socialis subsp. victoriensis",NA,"Mallee to 7m tall. Bark rough, thick, dark grey to about 2m. Leaves dull grey green. Flowers pale yellow. Growing on south side of dry lake with E. concinna.",-29.3875,126.159166666667
502,1993-09-28,"Eucalyptus concinna","South-west of Jubilee Lake on edge of Great Victoria Desert, Western Australia.","Mallee to 4m. Bark smooth, grey throughout. Leaves very glossy, dark green. No buds present. Growing with E. aff. salicola and E. eucentrica on south side of dry lake.",-29.3875,126.159166666667
503,1993-09-28,"Eucalyptus oblivialis ms","South-west of Jubilee Lakes, WA","Mallee to 4m tall. Bark smooth, ribbony, cream in colour. All mallees burnt in fire, no live adult leaves, buds or fruits. Juvenile leaves glaucous, very glandular and grey. Growing on south side of dry lake with E. concinna on red sand.  AD, CANB, PERTH Photo.",-29.3875,126.159166666667
504,1993-09-28,"Eucalyptus oblivialis ms",NA,"Mallee 6m tall. Bark smooth, light tan over cream on north side, curled & ribbony on south side of stems. Leaves glossy green with many oil glands. Dominant mallee on south side of dry lake with E. eucentrica and E. concinna on red sand.  Photos.",-29.3875,126.159166666667
505,1993-09-28,"Eucalyptus oblivialis ms",NA,"Mallee 6m tall. Bark smooth, light tan over cream on north side, curled & ribbony on south side of stems. Leaves glossy green with many oil glands. With fruit.  Dominant mallee on south side of dry lake with Eucalyptus eucentrica and E. concinna on red sand.",-29.3875,126.159166666667
506,1993-09-28,"Eucalyptus gracilis",NA,"Mallee 6m tall. Bark smooth grey/white throughout. Leaves glossy green. Growing on red sand plain with E. oleosa.",-29.3455555555556,125.929444444444
507,1993-09-29,"Eucalyptus oleosa subsp. oleosa?","Near Kitchener on Transline, WA","Large mallee 8m tall. Bark rough and thick, dark grey to 10-15cm diameter then smooth grey over cream. Leaves glossy dark green with numerous oil glands. First eucalypts after Rawlinna. AD, CANB",-31.0311111111111,124.204166666667
508,1993-09-29,"Eucalyptus cylindrocarpa",NA,"Mallee 3m tall. Bark smooth grey over cream. Leaves very glossy, dark green with numerous island oil glands. Growing on red sand with E. gracilis, E. oleosa and E. hypolaena.",-31.0347222222222,124.160555555556
509,1993-09-29,"Eucalyptus melanoxylon","Between Zanthus and Kitchener on Transline, WA","Large mallee 8m tall. Bark rough, thick and dark grey to brown to 15cm diameter. Leaves very glossy green. Glands numerous in stem. Dominant with E. cylindrocarpa on red sand. AD, CANB",-31.0361111111111,124.135833333333
510,1993-09-29,"Eucalyptus cyclostoma","Between Zanthus and Kitchener on Transline, WA","Mallee 3m tall. Bark smooth grey over light grey. Leaves glossy yellowish green. Many oil glands in leaves. No green fruits present. Dry fruits cup-shaped. Growing on red sand with E. melanoxylon and E. platycorys. AD, CANB",-31.0436111111111,123.890277777778
511,1993-09-29,"Eucalyptus rigidula","Between Zanthus and Kitchener on Transline, WA","Mallee 2.5m tall. Bark smooth grey. Leaves glossy green. Oil glands absent. Only 1 mallee with E. platycorys and E. gracilis on edge of Ponton Creek. AD, CANB",-31.0397222222222,123.784444444444
512,1993-09-29,"Eucalyptus celastroides subsp. celastroides","Between Zanthus and Kitchener on Transline, WA","Mallee 4m tall. Bark smooth throughout, grey over cream. Leaves dull grey green, maturing finally to slightly glossy. Flowers white. Growing on gravelly red sand with E. hypolaena, E. gracilis and E. comitaevallis. AD, CANB",-31.0369444444444,123.663333333333
513,1993-09-29,"Eucalyptus hypolaena","Near Coonana on Transline, WA","Tree 15m tall. Bark rough, almost black to 1.5m then smooth orange and tan over white. Leaves dull grey green. Twigs glaucous. Flowers yellow. On red sand plain with E. salubris.  AD, CANB, PERTH",-31.0255555555556,123.216666666667
514,1993-09-29,"Eucalyptus loxophleba subsp. lissophloia",NA,"Mallee 5m tall. Bark smooth grey over olive green. Leaves glossy green. Reticulation sparse. Growing on red sand with E. ravida.",-31.0263888888889,123.090833333333
515,1993-09-29,"Eucalyptus griffithsii","North of Transline between Karonie and Coonana, WA","Mallee 7m tall. Bark rough, fibrous and grey for 0.5m then smooth grey over light green. Buds and fruit not glaucous. Twigs to 5cm diameter very glaucous. Growing on slight rise with E. hypolaena, E. trichopoda and E. loxophleba lissophloia. AD, CANB, PERTH",-30.8119444444444,122.838333333333
516,1993-09-29,"Eucalyptus oleosa subsp. oleosa?",NA,"Mallee 5m tall. Bark rough, thick, dark grey to brown over most of stems. Leaves glossy green. Growing on red sand with E. optima hypoleana and E. undulans?",-30.8111111111111,122.838333333333
517,1993-09-29,"Eucalyptus hypolaena",NA,"Juveniles from roadside. Glaucous, decurrent grey juveniles.",-30.8111111111111,122.838333333333
518,1993-09-30,"Eucalyptus rosacea","WA","Mallee 2.5m tall. Bark smooth dark over light grey. Leaves erect, dull, grey green. No buds present. Growing on red sand on slight rise with E. youngiana and E. rigidula.",-30.2097222222222,123.106944444444
519,1993-09-30,"Eucalyptus gongylocarpa","Near Ponton Creek, Great Victoria Desert, Western Australia.","Tree to 8m tall. Bark smooth white with many tan and grey scales on trunk. Leaves dull, grey green. Buds and twigs glaucous. Growing on sand rise with E. rigidula.",-30.0922222222222,123.116111111111
520,1993-09-30,"Eucalyptus articulata","Great Victoria Desert, WA","Small mallee 3m tall. Bark smooth, coppery. Leaves glossy green. Operculum bright red. In full flower and bud. Style articulate. Growing on gravelly red sand on rise with E. concinna.",-30.1422222222222,123.277777777778
521,1993-09-30,"Eucalyptus pimpiniana","7.1 km north of Mulga Rockhole, WA.","Mallee 2x3m. Bark smooth ribbony, light grey. Leaves dull blue green. Flowers yellow. Growing on red sand with E. undulans and E. platycorys.",-30.0161111111111,123.1225
522,1993-09-30,"Eucalyptus minigwalica ms","7.1 km north of Mulga Rockhole, WA.","Erect mallee 5m tall. Bark smooth grey over cream. Leaves glossy green. Buds red on north side. Growing with Eucalyptus platycorys, E. gongylocarpa, E. youngiana and E. pimpiniana on red sand.",-30.0161111111111,123.1225
523,1993-09-30,"Eucalyptus youngiana","7.1 km north of Mulga Rockhole, Great Victoria Desert, Western Australia.","Mallee 4 metres tall. Bark rough for about 0.5 m. Leaves dull, slightly blue green. Flowers dark pink. Growing on red sand with Eucalyptus gongylocarpa and E. platycorys.",-30.0161111111111,123.1225
524,1993-09-30,"Eucalyptus capitanea?","7.9 km north of Mulga Rockhole, WA.","Mallee 3m tall. Very dense. Bark ribbony grey over tan. Leaves glossy dark green. Flowers cream. Pith with sparse glands. Growing on yellow sand with E. rigidula, E. youngiana and E. gongylocarpa.",-30.0088888888889,123.122777777778
525,1993-09-30,"Eucalyptus gypsophila","24.8 km north of Mulga Rockhole, Great Victoria Desert, Western Australia.","Mallee or scraggly tree 5m tall. Bark rough, thick dark grey for about 1m then smooth grey over cream. Leaves dull, grey green. Buds, twigs and fruit glaucous. Growing as dominant tree on red sand.",-29.8683333333333,123.105
526,1993-09-30,"Eucalyptus cylindrocarpa ""leioclada""","South of Lake Minigwal, Great Victoria Desert, WA","Mallee 5m tall. Bark smooth grey over cream and olive green. Leaves glossy green with many oil glands. Growing on edge of low sand dune on salty flat. Only 10-15 clumps seen in this one area. AD, CANB",-29.5941666666667,123.099722222222
527,1993-09-30,"Eucalyptus salicola",NA,"Tree 12m tall. Bark smooth grey over salmon. Leaves glossy green. Growing on low red sand dune between salt flats.",-29.6197222222222,123.173611111111
528,1993-09-30,"Eucalyptus oldfieldii subsp. oldfieldii","Great Victoria Desert, WA","Mallee 5m tall. Bark rough and ribbony red-brown over trunk. Leaves dull blue-green. Flowers white. Growing on red sand in dense mulga with E. rosecea.",-29.6430555555556,123.463333333333
529,1993-10-01,"Eucalyptus trivalvis",NA,"Mallee 4m tall. Bark rough, thick and ribbony, grey to 2m then smooth than over coppery. Leaves dull, blue green. Growing on red sand with A. anuara and E. youngiana.",-29.6297222222222,123.484444444444
530,1993-10-01,"Eucalyptus mannensis subsp. mannensis",NA,"Mallee 3m tall. Bark ribbony, ± rough over stems, grey over tan. Leaves glossy, dark green, secondary veins dense. Growing on low rise in red sand with E. gongylocarpa and Trioda understory.",-29.4075,123.647777777778
531,1993-10-01,"Eucalyptus ebbanoensis subsp. glauciramula",NA,"Mallee 4m tall. Bark smooth, coppery and grey. Leaves dull, blue green. Flowers white (in full flower). Growing on red sand in A. anuara thicket and Triodia understory.",-29.2322222222222,123.270277777778
532,1993-10-01,"Eucalyptus ewartiana",NA,"Mallee 4m tall. Bark rough and fibrous for about 1m then minirichi, red brown bark. Leaves dull blue green. Fruits rare. Growing in mulga and E. youngiana on red sand.",-29.0094444444444,123.927222222222
533,1993-10-01,"Eucalyptus capillosa (nigrifunda)","200m west of below coordinates on rocky outcrop.","Tree 10m tall. Bark rough from 10-80cm between trees, then smooth coppery and white. Leaves dull grey green. Stems glaucous. Growing on and around rock breakaway with Acacia and Dodonaeg ssp. AD, CANB, PERTH",-28.9952777777778,122.896388888889
534,1993-10-01,"Eucalyptus lucasii",NA,"Mallee 6m tall. Bark smooth grey over light grey or copper. Leaves dull grey green. Flowers with staminoides, white. Growing on red sand with mulga.",-28.3672222222222,120.813055555556
535,1993-10-01,"Eucalyptus kingsmillii subsp. kingsmillii",NA,"Mallee 4m tall. Bark rough, ribbony, grey for about 1.5m then smooth, ribbony. Leaves dull, blue green. Flowers pale yellow. Growing on red gravelly sand with E. oldfieldii.",-27.9644444444444,120.398888888889
536,1993-10-01,"Eucalyptus kochii subsp. amaryssia",NA,"Mallee 8m tall. Bark rough brown and dark grey. Leaves very glossy, dark green. No mature buds present. Growing on red sand with E. kingsmillii and E. lucasii.",-27.8111111111111,119.334166666667
537,1993-10-01,"Corymbia lenziana","Great Northern Highway, north of Meekatharra, Western Australia.","Multi-stemmed tree 10 m tall. Bark rough, coarsely tessellated, light grey to 8cm diameter. Leaves dull green, no intramarginal vein present. Growing on red sand with Eucalyptus kingsmillii.",-25.8561111111111,119.075
538,NA,"Eucalyptus gamophylla","South of Kumarina Roadhouse on Great Northern Highway, Western Australia.","Mallee 4m tall. Bark rough for about 1m. Leaves dull grey. Fruit & twigs glaucous. Growing on gravelly rise with E. deserticola.",-24.7402777777778,119.601388888889
539,NA,"Eucalyptus leucophloia subsp. leucophloia","Round Hill, just west of Capricorn Roadhouse, Western Australia.","Mallee 4 metres tall. Bark very powdery white. Leaves dull, grey green, slightly glaucous. No mature buds present. Growing with Corymbia deserticola subsp. deserticola. PERTH",-23.4508333333333,119.779166666667
540,NA,"Corymbia candida subsp. dipsodes",NA,"Small tree 8m tall. Bark powdery, pale grey over white. Leaves rough, dull blue green. No buds or fruits present. Growing on red sand.",-23.4511111111111,119.784722222222
541,1993-10-03,"Eucalyptus xerothermica","South-east of Newman, WA","Small tree 7m tall. Bark rough, tightly held throughout, brown grey. Leaves blue grey, dull. No buds. Growing on red sand. AD, CANB, PERTH",-23.4402777777778,119.818333333333
542,1993-10-04,"Corymbia deserticola subsp. deserticola","Track to Eucalyptus rameliana from Weelarrana, edge of Little Sandy Desert, Western Australia.","Scraggly tree 4 metres tall. Bark rough, coarsely tessellated, grey. Leaves dull, slightly rough, light green. Dominant on gravely red sand, with Corymbia opaca nearby. PERTH",-24.185,120.004444444444
543,1993-10-04,"Eucalyptus rameliana","Track from Weelarrana, edge of Little Sandy Desert, Western Australia.","Low mallee 1.5 metres tall. Bark smooth tan over light grey. Leaves dull blue green. Flowers pale yellow, buds bright red. Growing on low red sand dune with Corymbia deserticola subsp. deserticola, C. chippendalei and Eucalyptus rameliana - kingsmillii hybrids.",-24.1833333333333,120.044722222222
544,1993-10-05,"Corymbia candida subsp. dipsodes","Gascoyne River Crossing on Great Northern Highway, Western Australia.","Tree 10m tall. Bark smooth pale grey over powdery white. Leaves dull blue grey, rough, some smooth. No fruit or mature buds present. Growing in red loam with Acacia aneura.",-25.6105555555556,119.216944444444
545,1993-10-05,"Eucalyptus lucasii","West of Wiluna towards meekatharra, Western Australia.","Mallee 6m tall, many stems. Bark smooth throughout, grey over light grey. Leaves dull blue green. Staminoides present on white flowers. Growing on red sand with E. kingsmillii nearby.",-26.5911111111111,120.116388888889
546,1993-10-05,"Eucalyptus striaticalyx","Lake Miranda, south of Wiluna towards Kalgoorlie,  Western Australia.","Mallee (others trees) 5m tall. Bark rough, thick and dark grey to 5cm diameter. Leaves dull, not glaucous, grey green. Dry fruit rare on tree, no green fruits. Growing on limestone rise on edge of sale lake. AD, CANB, PERTH",-27.6894444444444,120.544722222222
547,1993-10-05,"Eucalyptus carnei","Chandlers Breakaway, on highway between Leinster and Leonora, Western Australia.","Robust mallee 4m tall. Bark smooth throughout, light grey over copper. Leaves dull at first becoming glossy blue green. Twigs glaucous. Growing on rocky rise.",-28.2755555555556,121.119444444444
548,1993-10-06,"Eucalyptus jutsonii subsp. jutsonii","Between Goongarrie and Menzies on Highway, Western Australia.","Mallee 5m tall. Grown dense. Bark rough grey over brown. Leaves glossy dark green. Growing on red sand dune with E. oldfieldii and E. rigidula.",-29.9072222222222,121.116666666667
549,1993-10-06,"Eucalyptus lesouefii","Between Kalgoorlie and Kambalda on Highway, Western Australia.","Tree 7m tall. Bark rough, black for 0.5m then smooth cream & coppery. Leaves slightly glossy blue green. Growing on broad rise with E. salmonophloia.",-30.9619444444444,121.563888888889
550,1993-10-06,"Eucalyptus transcontinentalis","Between Norseman and Kambalda on Highway, WA","Tall erect tree 12m tall. Bark smooth throughout, pale grey. Leaves dull blue green. Flowers pale yellow. Twigs and immature fruit glaucous. Growing on red loam with E. lesoufii and E. salmonophloia. AD, CANB, PERTH",-31.8141666666667,121.663611111111
551,1993-10-06,"Eucalyptus redimiculifera (E. spreta - E. vittata intergrade)","5km west from the main Norseman to Coolgardie Road on track to E. pterocarpa, Western Australia.","Mallet 8m tall forming pure whipstick stands. Bark smooth throughout grey over pale grey . Leaves slightly glossy blue green at first becoming glossy green. No mature buds present. Stems slightly glaucous. Growing in pure stands near E. salmonophloia and E. urna. AD, CANB, PERTH",-32.1547222222222,121.662777777778
552,1993-10-06,"Eucalyptus jimberlanica","Western base of Jimberlana Hill, near Norseman, Western Australia.","Mallet 5m tall. Spreading crown. Bark smooth and glossy. Leaves glossy, dark green. Stems glaucous when beyond leaf stage. Buds and fruits and new stems not glaucous. Growing with E. calycogona and E. dundasii. AD, CANB, PERTH",-32.1475,121.809166666667
553,1993-10-07,"Eucalyptus brachycalyx (pleurocorys)","Track to Toolinna Cove, Western Australia.","Scraggly mallee 3m tall. Bark smooth olive and grey over cream. Leaves glossy green. Growing on limestone with E. yalatensis, E. gracilis and E. oleosa  S.L. AD, CANB, PERTH",-32.6530555555556,124.842222222222
554,1993-10-07,"Eucalyptus yalatensis",NA,"Low dense mallee 2m tall. Bark rough, light grey over most of stems. Leaves dull grey green. Growing on limestone with E. aff. brachycalyx, E. oleosa S.L. and E. gracilis.",-32.6530555555556,124.842222222222
555,1993-10-07,"Eucalyptus oleosa subsp. ampliata","Toolinna Cove, south of Eyre Highway, Western Australia.","Erect mallee 6 metres tall.  Bark rough grey for about 1m then smooth cream over coppery. Leaves glossy green. Flowers white. Growing on limestone with Eucalyptus gracilis and E. yalatensis.",-32.7102777777778,124.930555555556
556,1993-10-07,"Eucalyptus cooperiana","Track to Toolinna Cove, Western Australia.","Mallee 5m tall. Bark smooth orange and grey over cream. Leaves glossy blue green becoming glossy green. Growing on limestone with E. conglobata WA and  E. oleosa ssp. wylienana.",-32.7286111111111,124.951111111111
557,1993-10-07,"Eucalyptus discreta","Toolinna Cove, Western Australia.","Mallee 2m tall. Bark rough at base leaves glossy green. Buds maturing red. On limestone plain with E. yalatensis and E. diversifolia.",-32.7263888888889,125.022777777778
558,1993-10-07,"Eucalyptus scyphocalyx sens. strict.","Toolinna Cove, Western Australia.","Low dense mallee 1.5m tall. Bark rough for 0.5m grey, then smooth light grey. Leaves glossy green. Operculum red. Growing as dominant mallee with E. yalatensis and E. aff. brachycalyx.",-32.7272222222222,125.027777777778
559,1993-10-07,"Eucalyptus conglobata subsp. conglobata","Toolinna Cove, Western Australia.","Erect mallee 5m tall. Bark smooth tan over cream. Leaves thick, slightly glossy, light green. Growing on grey powdery plain with E. yalatensis and E. oleosa  ssp. wylieana.",-32.7113888888889,124.929722222222
560,1993-11-12,"Eucalyptus bicostata",NA,"Sprawling tree 10m tall. Leaves glossy, dark green. Bark rough and ribbony, tan for about 1m then smooth tan over cream. Trunk 1m diameter. Growing on steep south facing slope as dominant tree with A. verticillata.",-33.6166666666667,138.95
561,1993-11-12,"Eucalyptus bicostata",NA,"Juveniles from fallen tree about 5m tall. On steep rocky north east facing slope. Between 200 and 500 trees in three subpopulations.",NA,NA
562,1993-11-13,"Eucalyptus polybractea","East base of Mt. Aleck, Flinders Ranges, SA","Sprawling mallee 2m tall. Bark smooth, ribbony dark grey over tan. Leaves dull blue green. Growing on rocky steep slope with E. intertexta and E. porosa  (photo).",-31.6411111111111,138.464166666667
563,1993-11-13,"Eucalyptus goniocalyx subsp. exposa","Summit of Mt. Aleck, Elder Range, SA","Mallee 4m tall. Bark rough, thin, dark grey and grey for 1-2m then smooth cream. Leaves glossy blue green, twigs slightly glaucous.",-31.6333333333333,138.466666666667
565,1993-11-13,"Eucalyptus goniocalyx subsp. exposa","Mt. Aleck, 100m north of summit, SA","Mallee 3m tall. Bark smooth dark grey over cream. Leaves glossy light green. Twigs ± not glaucous. Dominant and only Eucalypt.",NA,NA
566,1993-11-13,"Eucalyptus flindersii","100m east of summit of Mt. Aleck, SA","Whipstick mallee 2m tall. Bark smooth. Leaves dull blue green. Flowers white. Growing on steep west facing slope with E. exposa and X. quadrangulata.",NA,NA
567,1993-11-13,"Eucalyptus desquamata (E. odorata x E. percostata)","200m along tract to Devils Peak from car park, then 50m north of track, SA","Mallee 6m tall. Bark smooth grey over cream. Leaves dull blue green at first, maturing glossy green. Growing with E. illuceas, E. odorata and E. percostoda.",-32.4166666666667,138
568,1993-11-27,"Eucalyptus cadens","Foot of Warby Range, west of Wangaratta, Victoria.","Spreading tree 7 m tall. Bark rough, thick, dark brown to 25cm diameter, then smooth. Leaves slightly glossy green. New growth very glaucous. Growing on creek flat with Eucalyptus camaldulensis.",-36.41,146.2325
569,1993-11-27,"Eucalyptus cinerea","Vic.","Tree 15m tall. Bark rough, stringy, grey. Leaves glaucous. In full flower (white) growing on low hill with E. melliodora, E. polyanthermes vestita, E. macrorhyucha and E. bridgesiana.",-36.3072222222222,146.667777777778
570,1993-11-27,"Eucalyptus bridgesiana","Vic.","Tree 12m tall. Bark rough, thick, finely fissured, grey. Leaves glossy dark green. Growing on hillside as dominant eucalypti with E. milder.",-36.3202777777778,146.679166666667
571,1993-11-27,"Eucalyptus camphora subsp. humeana","Vic.","Tree 15m tall. Bark rough, slightly stringy, brown for abut 3m then smooth cream. Leaves slightly glossy blue green. Growing in permanent creek. E. bicostata and E. robertsonii nearby.",-36.3694444444444,146.706666666667
572,1993-11-28,"Eucalyptus dives","Vic.","Tree 12m tall. Bark rough, very finely divided, brown. Leaves dull blue green at first, becoming slightly glossy blue green. Growing on west facing slope with E. dalrympleana and E. robertsonii.",-36.6938888888889,146.824444444444
573,1993-11-28,"Eucalyptus delegatensis subsp. delegatensis","Vic.","Tree 35m tall (fallen within last week), 1.5m diameter. Bark rough, hard and coarsely divided for 18 metres (dark grey) then smooth light grey/cream. Leaves glossy green. Stems glaucous. Growing in pure stand on 35o slope to west.",-36.7152777777778,146.791944444444
574,1993-11-28,"Eucalyptus mitchelliana","Mt. Buffalo Plateau, Vic.","Robust mallee 6m tall. Bark smooth grey over yellowish white. Leaves glossy green. Flowers white. Growing on granite outcrop with E. pauciflora ssp. pauciflora.",-36.7225,146.815277777778
575,1993-11-28,"Eucalyptus radiata subsp. radiata","Vic.","Tree 30m tall. Bark rough, finely divided, grey-brown. Leaves dull, slightly bluish green. Branchlets pendulous. Growing on slightly undulating area near creek.",-36.7008333333333,146.852777777778
576,1993-11-28,"Eucalyptus camphora subsp. humeana","Vic.","Tree 15m tall. Bark rough, thin, finely tessellated for about 4m, then smooth and cream. Leaves glossy dark green. Growing in broad flat with E. robertsonii.",-36.6977777777778,146.856666666667
577,1993-11-28,"Eucalyptus chapmaniana","Bright - Tawonga Road, Victoria.","Tree 10 m tall, spreading habit. Bark rough dark grey to 20 cm diameter, becoming smooth ribbony grey over light grey. Leaves dull grey green. Twigs glaucous. Growing on steep hillside with E. dives.",-36.7202777777778,147.116944444444
578,1993-11-28,"Eucalyptus pauciflora subsp. hedraia","Falls Creek, Vic.","Robust mallee 7m tall. Bark smooth, various shades or cram, tan and olive. Leaves glossy green to bluish green. Stems glaucous. On hill side with no other eucalypts.",-36.8652777777778,146.283888888889
579,1993-11-28,"Eucalyptus dalrympleana subsp. dalrympleana","Vic.","Tree 30m tall. Bark grey over white. Leaves glossy green. Growing on slope of hill with E. pauciflora and E. stellulata nearby.",-36.9563888888889,147.387222222222
580,1993-11-28,"Eucalyptus dalrympleana subsp. dalrympleana","Vic.","Juvenile leaves from seedling dull blue green, not glaucous.",-36.9563888888889,147.387222222222
581,1993-11-28,"Eucalyptus mannifera","Vic.","Tree 10m tall. Bark powdery light grey over white. Leaves dull bluish green. Growing on rocky north facing slope with E. dives.",-36.9605555555556,147.479444444444
582,1993-11-28,"Eucalyptus stellulata","Vic.","Small tree 9m tall. Bark rough and thick, dark grey for about 3m then smooth grey and olive. Leaves glossy dark green. Growing on swampy hillside with E. pauciflora. Bairnsdale.",-37.0130555555556,147.569166666667
583,1993-11-28,"Eucalyptus nortonii","Vic.","Small tree 10m tall. Bark rough grey-brown to small twigs. Leaves slightly glossy blue green. Twigs and buds glaucous. Growing on rocky slope with E. polyanthermes vestita. Bairnsdale.",-37.1911111111111,147.798333333333
584,1993-11-28,"Eucalyptus perriniana","Nunniong Plateau, Vic.","Scraggly tree 6m tall. Bark rough, thin and ribbony grey over olive green. Adult leaves dull green. Growing or ridge with E. pauciflora. Bairnsdale.",-37.0936111111111,148.026666666667
585,1993-11-28,"Eucalyptus perriniana","Nunniong Plateau, Vic.","Juvenile leaves from seedling, dull, glaucous, fully connate. Bairnsdale.",-37.0936111111111,148.026666666667
586,1993-11-28,"Eucalyptus elaeophloia","Nunniong Plateau, Vic.","Robust tree 5 m tall, bark smooth grey over greenish cream. Leaves glossy dark green. Growing with E. pauciflora on ridge. Bairnsdale.",-37.0869444444444,148.073611111111
587,1993-11-28,"Eucalyptus saxitalis","(Little River Gorge lookout), Vic.","Erect mallee 6m tall. Bark smooth grey over yellow-green leaves dull blue green. Buds and twigs glaucous. Growing on cliff with E. macrorhyncha and E. mallee smithii. Bairnsdale.",-37.0808333333333,148.322777777778
588,1993-11-29,"Eucalyptus glaucescens","NSW","Tree 25m tall. Bark rough, thin and ribbony for about 5m then smooth grey, cream and olive green. Leaves glossy green. Growing in pure stand on rocky slope with E. pauciflora and E. perriniana nearby. Tallangatta.",-36.3633333333333,148.402222222222
589,1993-11-29,"Eucalyptus pauciflora subsp. niphophila","NSW","Mallee 5m tall. Bark smooth tan grey over cream. Leaves very glossy green. Twigs, buds and immature fruit glaucous. Growing on rocky slope with no other eucalypts. Tallangatta.",-36.3733333333333,148.404722222222
590,1993-11-29,"Eucalyptus lacrimans","NSW","Tree 6m tall, branches drooping and flexuous. Bark smooth grey over white. Leaves glossy green. Buds and twigs glaucous and pendulous. Growing in pure stand. Bega.",-36.0552777777778,148.835833333333
591,1993-11-29,"Eucalyptus parvula","NSW","Tree 6m tall. Bark ± smooth grey. Leaves glossy green. Crown dense. Growing in swampy flat with E. stellulata. Bega.",-36.3077777777778,149.511388888889
592,1993-11-29,"Eucalyptus paliformis","NSW","Slender tree 12m tall. Bark smooth coppery over cream. Leaves glossy green. Growing on steep rocky slope with E. fraxinoides. Bega.",-36.3433333333333,149.594444444444
593,1993-11-29,"Eucalyptus kybeanensis","Wadbilliga Trig, NSW","Mallee 4m tall. Bark smooth grey over yellowish green. Leaves glossy green. Growing on granite rocks with E. pauciflora. Bega.",-36.3419444444444,149.6
594,1993-11-29,"Eucalyptus moorei var. latiuscula","2km east of this location on track, NSW.","Whipstick mallee to 4m tall. Bark smooth coppery over greenish yellow. Leaves glossy green. Growing in low area with E. fraxinoides. Bega.",-36.3438888888889,149.601111111111
595,1993-11-29,"Eucalyptus fraxinoides","2km east of this location on track, NSW.","Tree 15m tall (fallen). Bark rough, hard and tessellated, dark grey for 1m then smooth cream. Leaves glossy green. Growing with E. latuiscula. Bega.",-36.3438888888889,149.601111111111
596,1993-11-29,"Eucalyptus fastigata","NSW","Tree 15m tall. Bark rough, stringy and brown. Leaves glossy dark green. No buds present. Growing in swamp with E. rubida. Bega.",-36.0313888888889,149.531111111111
597,1993-11-29,"Eucalyptus olsenii","NSW","Stunted tree 7m tall. Bark rough and slightly fibrous, grey for about 1.5m then smooth grey. Leaves glossy green. Growing on steep, very rocky north facing slope with E. fraxinoides and E. sieberi. Bega.",-36.0016666666667,149.6575
598,1993-11-29,"Eucalyptus smithii","NSW","Scraggly tree 6m tall, others to 20m. Bark rough and hard to 3m, grey, then smooth grey over cream. Leaves glossy green. On edge of rocky hill with E. sieberi. Bega.",-36.0041666666667,149.657777777778
599,1993-11-29,"Eucalyptus wilcoxii","Valley just north of Mother Wiola Mountain, NSW","Tall mallee to 9m tall. Bark smooth grey green over yellowish green. Leaves dull blue green. Growing on steep rocky west facing slope with E. badjensis and E. olsenii. Bega.",-36.0166666666667,149.65
600,1993-12-01,"Eucalyptus scias subsp. scias (callimathsa )","South of Batemans Bay, New South Wales.","Tree 10 m tall. Bark rough, thick and fibrous, grey-brown over whole tree. Leaves strongly discolourous, glossy, dark green above. Growing on hill side with Eucalyptus paniculata  ssp. paniculata and Corymbia maculata. Map sheet Ulladulla.",-35.8230555555556,150.218888888889
601,1993-12-01,"Eucalyptus fraxinoides","Just north of Mt. Budawang Summit, NSW","Tree to 35m tall. Bark rough, hard and compact for 2m (grey) then smooth grey over cream. Leaves glossy dark green. Buds and fruits off separate trees. Growing immediately above a zone of E. sieberi. Canberra.",-35.4666666666667,150
602,1993-12-01,"Eucalyptus radiata subsp. radiata","NSW","Small tree 5m tall. Brown dense. Bark rough, thick, brown-grey. Leaves glossy green. Growing in fairly flat area with E. obliqua. Canberra.",-35.4413888888889,149.964444444444
